"","x"
"dis_1",1.44507872948959
"dis_2",1.20002886803119
"dis_3",1.2972696909634
"dis_4",1.17689267001039
"dis_5",1.30978207719946
"dis_6",1.19176821894186
"dis_7",1.30612162879122
"dis_8",1.20004529515075
"dis_9",1.02289558832316
"dis_11",1.1565857662536
"dis_12",1.12373965580996
"dis_13",2.09486840402069
"dis_15",1.11937837709784
"dis_16",1.07647423366945
"dis_17",2.12191777293283
